Behavior,Trigger Rule,Collection Name,Handle,Layer,Where It Appears,Parents / Depends On,Full Auto Tags - ADD,Remove Tags,Auto Vendor,Auto Type,Auto CMS Collection,Auto Product Category,Auto Google Product Category,Auto Design (apply when trigger fires),Auto Colour Style (apply when trigger fires),Auto Jewelry Type,Auto Target Gender,Auto Age Group,Auto Status,Flag,Notes,Source Refs
PERSONALISE_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect this Personalise Your Vibe option. Apply this entire row only after the user explicitly selects it.,CHUNKY ENGRAVED JEWELLERY,engraved-chunky,Personalised & Engraved,PERSONALISED & ENGRAVED nav / Personalise Your Vibe,PERSONALISED & ENGRAVED + Livi Road + Bracelets,"all-products, all-products-collection, all-products-collections, customisation, engraved-chunky, chunky, livi-road, bracelets, bracelet, livi-road-bracelets, exclude-from-the-sale",,Livi Road,Bracelets,Livi Road,Apparel & Accessories > Jewelry > Bracelets,191,beaded,solid,handcrafted-jewellery,unisex,universal,draft,ADDED,,Personalised & Engraved!7
PERSONALISE_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect this Personalise Your Vibe option. Apply this entire row only after the user explicitly selects it.,EARTHY ENGRAVED JEWELLERY,engraved-earthy-and-natural,Personalised & Engraved,PERSONALISED & ENGRAVED nav / Personalise Your Vibe,PERSONALISED & ENGRAVED + Livi Road + Bracelets,"all-products, all-products-collection, all-products-collections, customisation, engraved-earthy-and-natural, livi-road, bracelets, bracelet, livi-road-bracelets, exclude-from-the-sale",,Livi Road,Bracelets,Livi Road,Apparel & Accessories > Jewelry > Bracelets,191,beaded,solid,handcrafted-jewellery,unisex,universal,draft,ADDED,,Personalised & Engraved!8
PERSONALISE_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect this Personalise Your Vibe option. Apply this entire row only after the user explicitly selects it.,ENGRAVED BRIGHTS,engraved-brights,Personalised & Engraved,PERSONALISED & ENGRAVED nav / Personalise Your Vibe,PERSONALISED & ENGRAVED + Livi Road + Bracelets,"all-products, all-products-collection, all-products-collections, customisation, engraved-brights, brights-bracelets, livi-road, bracelets, bracelet, livi-road-bracelets, exclude-from-the-sale",,Livi Road,Bracelets,Livi Road,Apparel & Accessories > Jewelry > Bracelets,191,beaded,solid,handcrafted-jewellery,unisex,universal,draft,ADDED,,Personalised & Engraved!9
PERSONALISE_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect this Personalise Your Vibe option. Apply this entire row only after the user explicitly selects it.,Engraved Burnt and Brave,engraved-burnt-and-brave,Personalised & Engraved,PERSONALISED & ENGRAVED nav / Personalise Your Vibe,PERSONALISED & ENGRAVED + Livi Road + Bracelets,"all-products, all-products-collection, all-products-collections, customisation, engraved-burnt-and-brave, livi-road, bracelets, bracelet, livi-road-bracelets, exclude-from-the-sale",,Livi Road,Bracelets,Livi Road,Apparel & Accessories > Jewelry > Bracelets,191,beaded,solid,handcrafted-jewellery,unisex,universal,draft,ADDED,,Personalised & Engraved!10
PERSONALISE_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect this Personalise Your Vibe option. Apply this entire row only after the user explicitly selects it.,Engraved Gold and White,engraved-gold-and-white,Personalised & Engraved,PERSONALISED & ENGRAVED nav / Personalise Your Vibe,PERSONALISED & ENGRAVED + Livi Road + Bracelets,"all-products, all-products-collection, all-products-collections, customisation, engraved-gold-and-white, gold-and-white-bracelets, livi-road, bracelets, bracelet, livi-road-bracelets, exclude-from-the-sale",,Livi Road,Bracelets,Livi Road,Apparel & Accessories > Jewelry > Bracelets,191,beaded,solid,handcrafted-jewellery,unisex,universal,draft,ADDED,,Personalised & Engraved!11
PERSONALISE_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect this Personalise Your Vibe option. Apply this entire row only after the user explicitly selects it.,PERSONALISED BLACK AND BOLD BRACELETS,engraved-black-and-bold,Personalised & Engraved,PERSONALISED & ENGRAVED nav / Personalise Your Vibe,PERSONALISED & ENGRAVED + Livi Road + Bracelets,"all-products, all-products-collection, all-products-collections, customisation, engraved-black-and-bold, livi-road, bracelets, bracelet, livi-road-bracelets, exclude-from-the-sale",,Livi Road,Bracelets,Livi Road,Apparel & Accessories > Jewelry > Bracelets,191,beaded,solid,handcrafted-jewellery,unisex,universal,draft,ADDED,,Personalised & Engraved!12
PERSONALISE_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect this Personalise Your Vibe option. Apply this entire row only after the user explicitly selects it.,PERSONALISED BOLD COLOUR BRACELETS,engraved-bold-colours,Personalised & Engraved,PERSONALISED & ENGRAVED nav / Personalise Your Vibe,PERSONALISED & ENGRAVED + Livi Road + Bracelets,"all-products, all-products-collection, all-products-collections, customisation, engraved-bold-colours, bold-colours-bracelets, livi-road, bracelets, bracelet, livi-road-bracelets, exclude-from-the-sale",,Livi Road,Bracelets,Livi Road,Apparel & Accessories > Jewelry > Bracelets,191,beaded,solid,handcrafted-jewellery,unisex,universal,draft,ADDED,,Personalised & Engraved!13
PERSONALISE_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect this Personalise Your Vibe option. Apply this entire row only after the user explicitly selects it.,PERSONALISED GOLD AND BLACK BRACELETS,engraved-gold-and-black,Personalised & Engraved,PERSONALISED & ENGRAVED nav / Personalise Your Vibe,PERSONALISED & ENGRAVED + Livi Road + Bracelets,"all-products, all-products-collection, all-products-collections, customisation, engraved-gold-and-black, gold-and-black-bracelets, livi-road, bracelets, bracelet, livi-road-bracelets, exclude-from-the-sale",,Livi Road,Bracelets,Livi Road,Apparel & Accessories > Jewelry > Bracelets,191,beaded,solid,handcrafted-jewellery,unisex,universal,draft,ADDED,,Personalised & Engraved!14
PERSONALISE_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect this Personalise Your Vibe option. Apply this entire row only after the user explicitly selects it.,PERSONALISED GOLD BRACELETS,engraved-gold,Personalised & Engraved,PERSONALISED & ENGRAVED nav / Personalise Your Vibe,PERSONALISED & ENGRAVED + Livi Road + Bracelets,"all-products, all-products-collection, all-products-collections, customisation, engraved-gold, gold-bracelets, livi-road, bracelets, bracelet, livi-road-bracelets, exclude-from-the-sale",,Livi Road,Bracelets,Livi Road,Apparel & Accessories > Jewelry > Bracelets,191,beaded,solid,handcrafted-jewellery,unisex,universal,draft,ADDED,Also set Colour Style Gold.,Personalised & Engraved!15
PERSONALISE_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect this Personalise Your Vibe option. Apply this entire row only after the user explicitly selects it.,PERSONALISED PASTEL BRACELETS,engraved-pastels,Personalised & Engraved,PERSONALISED & ENGRAVED nav / Personalise Your Vibe,PERSONALISED & ENGRAVED + Livi Road + Bracelets,"all-products, all-products-collection, all-products-collections, customisation, engraved-pastels, pastels-bracelets, livi-road, bracelets, bracelet, livi-road-bracelets, exclude-from-the-sale",,Livi Road,Bracelets,Livi Road,Apparel & Accessories > Jewelry > Bracelets,191,beaded,solid,handcrafted-jewellery,unisex,universal,draft,ADDED,,Personalised & Engraved!16
PERSONALISE_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect this Personalise Your Vibe option. Apply this entire row only after the user explicitly selects it.,PERSONALISED SILVER BRACELETS,engraved-silver,Personalised & Engraved,PERSONALISED & ENGRAVED nav / Personalise Your Vibe,PERSONALISED & ENGRAVED + Livi Road + Bracelets,"all-products, all-products-collection, all-products-collections, customisation, engraved-silver, silver-bracelets, livi-road, bracelets, bracelet, livi-road-bracelets, exclude-from-the-sale",,Livi Road,Bracelets,Livi Road,Apparel & Accessories > Jewelry > Bracelets,191,beaded,solid,handcrafted-jewellery,unisex,universal,draft,ADDED,,Personalised & Engraved!17
PERSONALISE_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect this Personalise Your Vibe option. Apply this entire row only after the user explicitly selects it.,PERSONALISED SOLID COLOUR BRACELETS,engraved-solids,Personalised & Engraved,PERSONALISED & ENGRAVED nav / Personalise Your Vibe,PERSONALISED & ENGRAVED + Livi Road + Bracelets,"all-products, all-products-collection, all-products-collections, customisation, engraved-solids, solids-livi-road, livi-road, bracelets, bracelet, livi-road-bracelets, exclude-from-the-sale",,Livi Road,Bracelets,Livi Road,Apparel & Accessories > Jewelry > Bracelets,191,beaded,solid,handcrafted-jewellery,unisex,universal,draft,ADDED,,Personalised & Engraved!18
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,SALE,sale,Sale,Sale mega-menu / sale landing,— (parent of all sale collections),"all-products, all-products-collection, all-products-collections, sale",exclude-from-the-sale,,,,,,,,,,,,OK,Main sale page. Also add type-sale and brand-sale tags so the product appears in those sub-sale collections.,Sale!6
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,LIVI ROAD SALE,livi-road-sale,Sale,Sale mega-menu / sale landing,SALE + Livi Road,"all-products, all-products-collection, all-products-collections, livi-road, livi-road-sale, sale",exclude-from-the-sale,Livi Road,,Livi Road,,,,,handcrafted-jewellery,unisex,universal,draft,ADDED,Sale collections overlap: brand sale + type sale + main Sale should all receive the product.,Sale!11
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,ELEVATED BASICS SALE,elevated-basics-sale,Sale,Sale mega-menu / sale landing,SALE + Elevated Basics,"all-products, all-products-collection, all-products-collections, elevated-basics, elevated-basics-sale, sale",exclude-from-the-sale,Elevated Basics,,Elevated Basics,,,,,handcrafted-jewellery,unisex,universal,draft,ADDED,Sale collections overlap: brand sale + type sale + main Sale should all receive the product.,Sale!12
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,PATA PATA SALE,pata-pata-sale,Sale,Sale mega-menu / sale landing,SALE + Pata Pata,"all-products, all-products-collection, all-products-collections, pata-pata, pata-pata-sale, sale",exclude-from-the-sale,Pata Pata,,Pata Pata,,,,,handcrafted-jewellery,unisex,universal,draft,ADDED,Sale collections overlap: brand sale + type sale + main Sale should all receive the product.,Sale!13
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,UNTAMED SALE,untamed-sale,Sale,Sale mega-menu / sale landing,SALE + Untamed,"all-products, all-products-collection, all-products-collections, untamed, untamed-sale, sale",exclude-from-the-sale,Untamed,,Untamed,,,,,handcrafted-jewellery,unisex,universal,draft,ADDED,Sale collections overlap: brand sale + type sale + main Sale should all receive the product.,Sale!14
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,ELEMENTS OF DESIRE SALE,elements-of-desire-sale,Sale,Sale mega-menu / sale landing,SALE + Elements of Desire,"all-products, all-products-collection, all-products-collections, elements-of-desire, elements-of-desire-sale, sale",exclude-from-the-sale,Elements of Desire,,Elements of Desire,,,,,handcrafted-jewellery,unisex,universal,draft,ADDED,Sale collections overlap: brand sale + type sale + main Sale should all receive the product.,Sale!15
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,NEW TO SALE,sale-new-to-sale,Sale (smart),Sale mega-menu,SALE,"all-products, all-products-collection, all-products-collections, sale",exclude-from-the-sale,,,,,,,,,,,,NO DEDICATED TAG,Shopify collection exists but products do not have a new-to-sale tag. Likely a smart collection (on sale + recently updated). Confirm with Mack before inventing a new tag.,Sale!17
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,LIVI ROAD NEW TO SALE,livi-road-new-to-sale,Sale,Sale mega-menu / sale landing,SALE + Livi Road Sale,"all-products, all-products-collection, all-products-collections, livi-road-sale, livi-road, sale",exclude-from-the-sale,Livi Road,,Livi Road,,,,,handcrafted-jewellery,unisex,universal,draft,NO DEDICATED TAG,No *-new-to-sale tag exists on the product CSV. Treat as the parent SALE collection for auto-fill. Confirm with Mack whether these are smart collections (sale + recency) before creating new tags.,Sale!22
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,ELEVATED BASICS NEW TO SALE,elevated-basics-new-to-sale,Sale,Sale mega-menu / sale landing,SALE + Elevated Basics Sale,"all-products, all-products-collection, all-products-collections, elevated-basics-sale, elevated-basics, sale",exclude-from-the-sale,Elevated Basics,,Elevated Basics,,,,,handcrafted-jewellery,unisex,universal,draft,NO DEDICATED TAG,No *-new-to-sale tag exists on the product CSV. Treat as the parent SALE collection for auto-fill. Confirm with Mack whether these are smart collections (sale + recency) before creating new tags.,Sale!23
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,PATA PATA NEW TO SALE,pata-pata-new-to-sale,Sale,Sale mega-menu / sale landing,SALE + Pata Pata Sale,"all-products, all-products-collection, all-products-collections, pata-pata-sale, pata-pata, sale",exclude-from-the-sale,Pata Pata,,Pata Pata,,,,,handcrafted-jewellery,unisex,universal,draft,NO DEDICATED TAG,No *-new-to-sale tag exists on the product CSV. Treat as the parent SALE collection for auto-fill. Confirm with Mack whether these are smart collections (sale + recency) before creating new tags.,Sale!24
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,UNTAMED NEW TO SALE,untamed-new-to-sale,Sale,Sale mega-menu / sale landing,SALE + Untamed Sale,"all-products, all-products-collection, all-products-collections, untamed-sale, untamed, sale",exclude-from-the-sale,Untamed,,Untamed,,,,,handcrafted-jewellery,unisex,universal,draft,NO DEDICATED TAG,No *-new-to-sale tag exists on the product CSV. Treat as the parent SALE collection for auto-fill. Confirm with Mack whether these are smart collections (sale + recency) before creating new tags.,Sale!25
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,Livi Road,livi-road,Main brand,Shop By Collection under Bracelets (and brand page),— (this is a parent). Does not pick a product type by itself.,"all-products, all-products-collection, all-products-collections, livi-road, exclude-from-the-sale",,Livi Road,,Livi Road,,,,,handcrafted-jewellery,unisex,universal,draft,ADDED,"Brand parent. If Type is also chosen, add livi-road-{type} e.g. livi-road-bracelets.",Shop By!6
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,Pata Pata,pata-pata,Main brand,Shop By Collection / brand page,— (this is a parent). Does not pick a product type by itself.,"all-products, all-products-collection, all-products-collections, pata-pata, exclude-from-the-sale",,Pata Pata,,Pata Pata,,,,,handcrafted-jewellery,unisex,universal,draft,ADDED,,Shop By!7
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,Elevated Basics,elevated-basics,Main brand,Shop By Collection / brand page,— (this is a parent). Does not pick a product type by itself.,"all-products, all-products-collection, all-products-collections, elevated-basics, exclude-from-the-sale",,Elevated Basics,,Elevated Basics,,,,,handcrafted-jewellery,unisex,universal,draft,ADDED,,Shop By!8
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,Untamed,untamed,Main brand,Shop By / Other collections,— (this is a parent). Does not pick a product type by itself.,"all-products, all-products-collection, all-products-collections, untamed, exclude-from-the-sale",,Untamed,,Untamed,,,,,handcrafted-jewellery,unisex,universal,draft,ADDED,"Mostly charms and earrings, not bracelets. Do not auto Type=Bracelets.",Shop By!9
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,Elements of Desire,elements-of-desire,Main brand,Shop By Collection / brand page,— (this is a parent). Does not pick a product type by itself.,"all-products, all-products-collection, all-products-collections, elements-of-desire, exclude-from-the-sale",,Elements of Desire,,Elements of Desire,,,,,handcrafted-jewellery,unisex,universal,draft,ADDED,"Brand line. Often bracelets; still require Type, or use Elements of Desire Bracelets.",Shop By!10
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,Livi Road Bracelet Stacks New In,livi-road-bracelet-stacks-new-in,New In,New In mega-menu,NEW IN + STACKS + Livi Road,"all-products, all-products-collection, all-products-collections, bundles, livi-road-bundles, bracelets, bracelet, new-arrivals, new-in, newbies, livi-road, livi-road-bracelet-stacks-new-in, exclude-from-the-sale",,Livi Road,Bracelets,Livi Road,Apparel & Accessories > Jewelry > Bracelets,191,beaded,multicolour,handcrafted-jewellery,unisex,universal,draft,ADDED,New In is time-based; remove these tags when the product leaves New In.,Stacks!6; New In!10
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,Elevated Basics Stacks New In,elevated-basics-bracelet-stacks-new-in,New In,New In mega-menu,NEW IN + STACKS + Elevated Basics,"all-products, all-products-collection, all-products-collections, bundles, elevated-basics-bundles, bracelets, bracelet, new-arrivals, new-in, newbies, elevated-basics, elevated-basics-bracelet-stacks-new-in, exclude-from-the-sale",,Elevated Basics,Bracelets,Elevated Basics,Apparel & Accessories > Jewelry > Bracelets,191,beaded,multicolour,handcrafted-jewellery,unisex,universal,draft,ADDED,New In is time-based; remove these tags when the product leaves New In.,Stacks!7; New In!11
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,Pata Pata Bracelet Stacks New In,pata-pata-bracelet-stacks-new-in,New In,New In mega-menu,NEW IN + STACKS + Pata Pata,"all-products, all-products-collection, all-products-collections, bundles, pata-pata-bundles, bracelets, bracelet, new-arrivals, new-in, newbies, pata-pata, pata-pata-bracelet-stacks-new-in, exclude-from-the-sale",,Pata Pata,Bracelets,Pata Pata,Apparel & Accessories > Jewelry > Bracelets,191,ocean-blues,multicolour,handcrafted-jewellery,unisex,universal,draft,ADDED,New In is time-based; remove these tags when the product leaves New In.,Stacks!8; New In!12
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,STACKS / Bracelet Stacks,bracelet-stacks,Main nav,STACKS,Bracelets,"all-products, all-products-collection, all-products-collections, bundles, bracelets, bracelet, exclude-from-the-sale",,,Bracelets,,Apparel & Accessories > Jewelry > Bracelets,191,beaded,solid,handcrafted-jewellery,unisex,universal,draft,ADDED,Stacks page Shop Your Vibe splits by brand: Livi Road / Elevated Basics / Pata Pata.,Stacks!10
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,Elevated Basics Stacks,elevated-basics-stacks,Stacks / bundles,Stacks nav + brand stacks,STACKS + Elevated Basics + Bracelets,"all-products, all-products-collection, all-products-collections, bundles, elevated-basics-bundles, elevated-basics, bracelets, bracelet, exclude-from-the-sale",,Elevated Basics Bundles,Bracelets,Elevated Basics,Apparel & Accessories > Jewelry > Bracelets,191,beaded,solid,handcrafted-jewellery,unisex,universal,draft,ADDED,,Stacks!11
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,Pata Pata Stacks,pata-pata-stacks,Stacks / bundles,Stacks nav + brand stacks,STACKS + Pata Pata + Bracelets,"all-products, all-products-collection, all-products-collections, bundles, pata-pata-bundles, pata-pata, bracelets, bracelet, exclude-from-the-sale",,Pata Pata Bundles,Bracelets,Pata Pata,Apparel & Accessories > Jewelry > Bracelets,191,beaded,solid,handcrafted-jewellery,unisex,universal,draft,ADDED,,Stacks!12
SHOP_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect Shop Your Vibe. Apply this entire row only after the user explicitly selects this Shop Your Vibe option.,Bright Bracelet Stacks,bright-bracelet-stacks,Stacks / Shop Your Vibe,Stacks Shop Your Vibe,STACKS + Bracelets + Brights vibe,"all-products, all-products-collection, all-products-collections, bundles, brights-bundle-shop-your-vibe, bracelets, bracelet, brights-bracelets, exclude-from-the-sale",,,Bracelets,,Apparel & Accessories > Jewelry > Bracelets,191,beaded,solid,handcrafted-jewellery,unisex,universal,draft,ADDED,Does not pick a brand by itself.,Stacks!13
SHOP_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect Shop Your Vibe. Apply this entire row only after the user explicitly selects this Shop Your Vibe option.,Gold and Black Bracelet Stacks,gold-and-black-bracelet-stacks,Stacks / Shop Your Vibe,Stacks Shop Your Vibe,STACKS + Bracelets + Gold & Black vibe,"all-products, all-products-collection, all-products-collections, bundles, gold-and-black-bundle-shop-your-vibe, bracelets, bracelet, gold-and-black-bracelets, exclude-from-the-sale",,,Bracelets,,Apparel & Accessories > Jewelry > Bracelets,191,beaded,solid,handcrafted-jewellery,unisex,universal,draft,ADDED,Does not pick a brand by itself.,Stacks!14
SHOP_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect Shop Your Vibe. Apply this entire row only after the user explicitly selects this Shop Your Vibe option.,Gold and White Bracelet Stacks,gold-and-white-white-bracelet-stacks,Stacks / Shop Your Vibe,Stacks Shop Your Vibe,STACKS + Bracelets + Gold & White vibe,"all-products, all-products-collection, all-products-collections, bundles, gold-and-white-bundle-shop-your-vibe, bracelets, bracelet, gold-and-white-bracelets, exclude-from-the-sale",,,Bracelets,,Apparel & Accessories > Jewelry > Bracelets,191,beaded,solid,handcrafted-jewellery,unisex,universal,draft,ADDED,Handle has doubled 'white'. Confirm collection naming with Mack.,Stacks!15
SHOP_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect Shop Your Vibe. Apply this entire row only after the user explicitly selects this Shop Your Vibe option.,Shop Your Vibe Earthy Bundle,earthy-bundle-shop-your-vibe,Stacks / Shop Your Vibe,Stacks Shop Your Vibe,STACKS + Bracelets + Earthy vibe,"all-products, all-products-collection, all-products-collections, bundles, earthy-bundle-shop-your-vibe, bracelets, bracelet, earthy-and-natural-bracelets, exclude-from-the-sale",,,Bracelets,,Apparel & Accessories > Jewelry > Bracelets,191,beaded,solid,handcrafted-jewellery,unisex,universal,draft,ADDED,Does not pick a brand by itself.,Stacks!16
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,Livi Road Stacks,livi-road-stacks,Stacks / bundles,Stacks nav + brand stacks,STACKS + Livi Road + Bracelets,"all-products, all-products-collection, all-products-collections, bundles, livi-road-bundles, livi-road-bundle, livi-road, bracelets, bracelet, exclude-from-the-sale",,Livi Road Bundles,Bracelets,Livi Road,Apparel & Accessories > Jewelry > Bracelets,191,beaded,solid,handcrafted-jewellery,unisex,universal,draft,TAG SPELLING CONFLICT,Live tags use both livi-road-bundles (43) and livi-road-bundle (19). Apply both until cleaned.,Stacks!18
